,STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,date
191,2838,"BARAK RIVER NR NONEY VILL., TAMENGLONG",MANIPUR,29.0,8.9,7.0,125.0,1.9,0.52,233.0,45.0,2012,2012-09-09
192,2868,"CHAKPIAT CHAKPIKARONG, CHANDEL",MANIPUR,30.0,8.0,7.8,144.0,2.1,0.52,233.0,51.0,2012,2012-09-11
193,1424,IMPHAL AT MAHABALI,MANIPUR,30.0,7.5,7.7,87.0,1.2,0.52,233.0,54.0,2012,2012-09-13
194,1457,IMPHAL AT KOIRENGEI,MANIPUR,28.0,8.5,7.6,84.0,2.0,0.52,233.0,16.0,2012,2012-09-15
195,1627,IMPHAL AT KYAMGEI,MANIPUR,29.0,8.4,7.5,103.0,1.9,0.52,233.0,75.0,2012,2012-09-16
196,1628,IMPHAL AT MINUTHONG,MANIPUR,30.0,8.7,7.2,117.0,3.2,0.52,233.0,52.0,2012,2012-09-17
197,2861,"IMPHAL AT KANGLA MOAT, IMPHAL WEST",MANIPUR,29.0,6.5,7.7,287.0,8.2,0.52,233.0,114.0,2012,2012-09-18
198,2862,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,28.0,8.6,7.5,130.0,4.6,0.52,233.0,39.0,2012,2012-09-19
199,2864,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,28.0,8.9,7.5,109.0,1.2,0.52,233.0,33.0,2012,2012-09-20
200,2874,IRANG RIVER AT TAMENGLONG ,MANIPUR,30.0,9.8,8.4,246.0,1.2,0.52,233.0,10.0,2012,2012-09-21
201,1458,IRIL AT PORAMPET,MANIPUR,28.0,7.6,7.5,147.0,1.3,0.52,233.0,30.0,2012,2012-09-24
202,1624,IRIL AT LILONG,MANIPUR,29.0,8.7,7.6,202.0,1.2,0.52,233.0,60.0,2012,2012-09-26
203,2863,"IRIL AT KANGLA SIPHAI, IMPHAL EAST",MANIPUR,28.0,8.4,7.4,177.0,2.4,0.52,233.0,48.0,2012,2012-09-27
204,2873,"IRIL RIVER AT LILONG, UKHRUL",MANIPUR,29.0,8.7,7.6,203.0,2.5,0.52,233.0,59.0,2012,2012-09-28
205,2865,"JIRI RIVER AT JIRIMUKH JIRIBAM, IMPHAL EAST",MANIPUR,32.0,8.2,7.4,120.0,1.9,0.52,233.0,46.0,2012,2012-10-01
206,2866,"JIRI RIVER AT JIRI, IMPHAL EAST",MANIPUR,32.0,8.0,7.2,110.0,1.4,0.52,233.0,80.0,2012,2012-10-04
207,1925,KHUGA RIVER (CHURACHANDPUR),MANIPUR,30.0,8.4,7.6,213.0,1.5,0.52,233.0,20.0,2012,2012-10-05
208,2877,"KHUGA DAM ON KHUGA R, CHURACHANDPUR",MANIPUR,29.0,9.4,7.8,174.0,1.0,0.52,233.0,16.0,2012,2012-10-06
209,1926,"KHUJAIROK, MOREH (CHANDEL)",MANIPUR,31.0,8.1,8.0,244.0,2.4,0.52,233.0,73.0,2012,2012-10-08
210,2878,LOKCHAO RIVER AT BISHNUPUR,MANIPUR,29.0,8.1,8.0,162.0,1.8,0.52,233.0,26.0,2012,2012-10-10
211,2867,MAHA RIVER AT CHANDEL,MANIPUR,30.0,8.7,7.6,163.0,2.6,0.52,233.0,24.0,2012,2012-10-11
212,2852,"MANIPUR AT SEKMAIJAN, THOUBAL",MANIPUR,29.0,8.7,7.6,143.0,1.9,0.52,233.0,58.0,2012,2012-10-12
213,2857,MANIPUR RIVER AT THOUBAL,MANIPUR,30.0,9.2,7.6,208.0,1.9,0.52,233.0,30.0,2012,2012-10-15
214,2879,ETHAI BARRAGE ON MANIPUR R AT BISHNUPUR,MANIPUR,29.0,8.3,7.7,158.0,2.0,0.52,233.0,48.0,2012,2012-10-16
215,1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,29.0,5.9,7.1,338.0,6.6,0.52,233.0,522.0,2012,2012-10-17
216,1626,NAMBUL AT HEIRANGOITHONG,MANIPUR,30.0,4.3,7.4,269.0,12.3,0.52,233.0,412.0,2012,2012-10-18
217,2858,"NAMBUL RIVER AT SAMUSANG,IMPHAL WEST",MANIPUR,29.0,8.2,7.1,109.0,3.3,0.52,233.0,12.0,2012,2012-10-19
218,2860,"NAMBUL AT NAOREMTHONG, IMPHAL WEST",MANIPUR,29.0,7.4,7.1,116.0,2.7,0.52,233.0,55.0,2012,2012-10-22
219,2880,NAMBUL RIVER AT BISHNUPUR,MANIPUR,28.0,8.2,7.6,112.0,2.1,0.52,233.0,31.0,2012,2012-10-24
220,1927,"SEKMAI R, KAKCHING (THOUBAL)",MANIPUR,29.0,8.5,7.5,169.0,3.6,0.52,233.0,41.0,2012,2012-10-25
221,2854,"THOUBAL R AT PHADOM, THOUBAL",MANIPUR,29.0,8.9,7.6,221.0,1.7,0.52,233.0,30.0,2012,2012-10-28
222,2856,"THOUBAL RIVER AT YAIRIPOK, THOUBAL",MANIPUR,30.0,9.3,7.6,193.0,2.3,0.52,233.0,41.0,2012,2012-11-01
223,2870,"THOUBAL  AT SHONG KONG, UKHRUL",MANIPUR,28.0,9.1,7.3,217.0,3.9,0.52,233.0,67.0,2012,2012-11-02
224,2871,"THOUBAL  AT YONGUL KONG, UKHRUL",MANIPUR,28.0,7.9,7.3,131.0,0.8,0.52,233.0,38.0,2012,2012-11-03
225,2872,"THOUBAL AT LITAN, UKHRUL",MANIPUR,29.0,8.7,7.4,176.0,2.2,0.52,233.0,36.0,2012,2012-11-04
226,2855,"WANGJING AT HEIROK, THOUBAL",MANIPUR,30.0,8.1,7.3,199.0,2.2,0.52,233.0,56.0,2012,2012-11-05
227,2876,"WANGJING RIVER AT WANGJING, THOUBAL",MANIPUR,30.0,8.2,7.4,170.0,2.2,0.52,233.0,39.0,2012,2012-11-06
228,3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25.0,7.7,7.2,95.0,1.8,2.67,22.0,50.0,2012,2012-11-07
229,3384,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA,25.0,7.6,7.2,92.0,2.5,2.41,20.0,45.0,2012,2012-11-08
230,3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.0,9.9,7.2,65.0,1.5,2.31,21.0,55.0,2012,2012-11-09
231,1632,GANOL RIVER TURA,MEGHALAYA,24.0,7.6,7.4,93.0,2.1,2.89,276.0,408.0,2012,2012-11-10
232,3370,"KYNSHI  AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,17.0,7.7,7.1,45.0,1.4,2.89,9.0,22.0,2012,2012-11-13
233,3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,23.0,8.3,7.0,59.0,1.7,2.86,16.0,33.0,2012,2012-11-14
234,3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,25.0,7.7,6.3,250.0,2.1,3.88,180.0,326.0,2012,2012-11-16
235,3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,25.0,8.8,7.3,37.0,1.5,1.62,15.0,35.0,2012,2012-11-19
236,3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,25.0,7.3,7.3,72.0,2.0,1.65,17.0,36.0,2012,2012-11-20
237,3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,20.0,7.5,7.0,38.0,1.7,2.2,18.0,40.0,2012,2012-11-21
238,3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,22.0,7.8,7.1,44.0,1.6,2.62,15.0,33.0,2012,2012-11-22
239,1631,MYNTDU RIVER JOWAI,MEGHALAYA,20.0,7.0,7.0,100.0,2.4,3.03,1967.0,2600.0,2012,2012-11-23
240,3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.0,7.5,6.3,52.0,1.7,0.82,7.0,21.0,2012,2012-11-24
241,3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,17.0,7.5,7.1,39.0,1.4,2.88,12.0,22.0,2012,2012-11-25
242,3372,"RILANG AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,17.0,8.0,7.1,41.0,1.4,3.35,10.0,25.0,2012,2012-11-26
243,1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,24.0,7.9,7.3,93.0,1.7,5.02,295.0,418.0,2012,2012-11-27
244,3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,18.0,7.5,6.9,69.0,1.9,4.92,20.0,49.0,2012,2012-11-28
245,3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.0,7.9,7.2,46.0,1.7,2.72,20.0,45.0,2012,2012-12-01
246,3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.0,8.0,7.2,42.0,1.4,2.47,5.0,31.0,2012,2012-12-02
247,3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,25.0,7.7,7.1,101.0,1.5,3.42,16.0,43.0,2012,2012-12-03
248,3350,UMKHEN AT WAHKDAIT,MEGHALAYA,19.0,7.2,7.1,49.0,1.6,2.86,17.0,40.0,2012,2012-12-04
249,3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,21.0,8.2,7.1,49.0,1.2,2.81,15.0,32.0,2012,2012-12-05
250,3352,"UMKHEN AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,21.0,7.8,7.1,58.0,1.5,2.97,19.0,43.0,2012,2012-12-06
251,3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,18.0,4.9,7.1,182.0,14.2,11.61,10417.0,15500.0,2012,2012-12-07
252,3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,19.0,2.5,7.1,382.0,37.2,11.81,53083.0,87167.0,2012,2012-12-08
253,3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.0,8.0,7.0,48.0,1.4,3.8,17.0,41.0,2012,2012-12-09
254,3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,24.0,8.4,7.1,48.0,1.2,3.08,18.0,45.0,2012,2012-12-10
255,3363,"UMSHYRPI AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.0,6.8,6.6,49.0,1.9,3.07,18.0,38.0,2012,2012-12-11
256,3365,"UMSHYRPI AT UMSHYRPI BDG, EAST KHASI HILLS",MEGHALAYA,19.0,4.0,7.1,194.0,22.4,10.47,29500.0,45250.0,2012,2012-12-12
257,1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,24.0,7.7,7.2,107.0,6.6,3.02,285.0,425.0,2012,2012-12-15
258,3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,22.0,7.6,7.1,51.0,2.0,2.6,37.0,81.0,2012,2012-12-17
259,3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,20.0,7.7,7.1,46.0,1.6,3.93,8.0,22.0,2012,2012-12-18
260,3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,20.0,7.7,7.1,49.0,1.9,3.89,11.0,26.0,2012,2012-12-19
261,2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,24.0,6.5,7.4,297.0,1.0,0.13,26.0,438.0,2012,2012-12-20
262,2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,24.0,6.3,7.5,287.0,0.9,0.14,5.0,204.0,2012,2012-12-21
263,2052,TUIRIAL UPPER CATCHMENT,MIZORAM,24.0,6.5,7.2,375.0,1.1,0.17,33.0,625.0,2012,2012-12-22
264,2053,TUIRIAL LOWER CATCHMENT,MIZORAM,24.0,6.9,6.9,349.0,1.1,0.18,38.0,503.0,2012,2012-12-23
265,1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.0,6.6,7.8,165.0,1.6,0.52,268.0,316.0,2012,2012-12-24
266,1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.0,6.4,8.0,155.0,3.9,0.5,512.0,516.0,2012,2012-12-25
267,1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",TRIPURA,27.0,6.5,8.0,168.0,4.2,0.99,488.0,616.0,2012,2012-12-27
268,1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,27.1,7.3,7.9,693.0,0.5,1.0,161.0,173.0,2013,2013-01-01
269,1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN), GUJARAT",GUJARAT,27.3,5.0,7.6,1676.0,1.8,8.0,329.0,174.0,2013,2013-01-02
270,1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,24.5,6.0,7.7,1863.0,8.6,1.0,47.0,1183.0,2013,2013-01-03
271,1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,27.5,5.3,7.8,817.0,2.8,1.0,9.0,23.0,2013,2013-01-05
272,1860,BALEHWAR KHADI AT N.H. NO 8,GUJARAT,28.4,4.5,8.3,1287.0,1.5,11.0,116.0,5.0,2013,2013-01-07
273,2082,TRIVENI SANGAM,GUJARAT,27.0,6.7,7.3,198.0,1.8965,0.0,233.0,2.0,2013,2013-01-08
274,1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,27.6,6.8,8.2,1862.0,2.5,0.87,7.0,64.0,2013,2013-01-09
275,3205,"UPSTREAM OF RIVER VISHWAMITRI AT ASOD BRIDGE AT N.H. 8 , NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",GUJARAT,27.0,5.0,8.0,198.0,0.7,0.0,233.0,465.0,2013,2013-01-11
276,3204,"DOWNSTREAM OF RIVER VISHWAMITRI AT KHALIPUR VILLAGE, BEFORE MEETING JAMBUVA RIVER",GUJARAT,27.0,3.0,7.7,198.0,0.4,0.0,233.0,465.0,2013,2013-01-12
277,1862,KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,27.0,6.7,8.1,2520.0,7.2,1.0,6.0,41.0,2013,2013-01-13
278,2072,RIVER BHOGAVO D/S OF SURENDRANAGAR,GUJARAT,29.0,8.2,8.4,606.0,2.9,0.0,233.0,465.0,2013,2013-01-15
279,,,,27.0,6.7,7.3,198.0,1.8965,0.52,233.0,465.0,2013,2013-01-16
280,1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,30.0,5.6,7.5,41.0,2.0,0.08,7022.0,13410.0,2013,2013-01-17
281,1475,ZUARI AT PANCHAWADI,GOA,30.4,5.5,6.7,209.0,0.8,0.17,1893.0,2915.0,2013,2013-01-18
282,3181,RIVER ZUARI AT BORIM BRIDGE,GOA,30.8,5.5,7.1,123.0,1.5,0.09,3293.0,6264.0,2013,2013-01-20
283,3182,RIVER ZUARI AT MARCAIM JETTY,GOA,30.3,5.3,7.3,182.0,1.5,0.08,1976.0,3080.0,2013,2013-01-21
284,1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,30.1,6.0,7.6,100.0,1.2,0.17,5129.0,6086.0,2013,2013-01-22
285,1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,29.9,5.7,6.9,111.0,1.0,0.14,939.0,3061.0,2013,2013-01-25
286,3185,RIVER MANDOVI AT AMONA BRIDGE,GOA,29.1,6.4,7.1,140.0,1.1,0.1,4464.0,7908.0,2013,2013-01-26
287,3186,RIVER MANDOVI AT IFFI JETTY,GOA,29.9,6.2,7.8,44.0,2.0,0.06,9429.0,9320.0,2013,2013-01-27
288,3187,RIVER MANDOVI NEAR HOTEL MARRIOT,GOA,29.8,6.1,7.6,43.0,1.8,0.06,6668.0,9554.0,2013,2013-02-01
289,1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,27.9,7.0,6.9,64.0,1.1,0.09,1641.0,2841.0,2013,2013-02-02
290,1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,28.2,6.6,6.5,62.0,1.0,0.14,4073.0,7190.0,2013,2013-02-06
291,2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,29.6,7.0,6.8,304.0,2.0,0.49,12140.0,23867.0,2013,2013-02-07
292,2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,28.8,7.0,7.0,55.0,1.2,0.66,1298.0,2813.0,2013,2013-02-08
293,3189,RIVER CHAPORA AT SIOLIM,GOA,29.5,6.3,7.6,213.0,1.5,0.06,3803.0,7069.0,2013,2013-02-10
294,1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,29.8,6.7,6.8,83.0,1.2,0.17,2140.0,3559.0,2013,2013-02-12
295,2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,29.7,7.1,6.6,76.0,1.0,0.12,2367.0,3527.0,2013,2013-02-13
296,2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,28.7,6.7,6.6,107.0,1.3,0.22,2461.0,3757.0,2013,2013-02-14
297,1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,27.9,7.2,6.7,89.0,0.9,0.06,832.0,1996.0,2013,2013-02-15
298,2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,29.3,4.2,6.7,192.0,2.0,0.16,4448.0,9286.0,2013,2013-02-17
299,2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,28.6,6.3,6.6,79.0,1.6,0.19,2830.0,6054.0,2013,2013-02-18
300,2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,29.8,5.6,7.7,142.0,1.7,0.14,1831.0,3644.0,2013,2013-02-20
301,3183,"RIVER SAL AT KHAREBAND, MARGAO",GOA,28.6,2.8,6.4,424.0,3.2,0.35,12658.0,21036.0,2013,2013-02-21
302,3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA,30.6,5.2,7.1,306.0,2.6,0.34,1411.0,1525.0,2013,2013-02-22
303,3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,30.3,5.6,7.7,40.0,1.5,0.07,4153.0,7130.0,2013,2013-02-23
304,3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,30.4,5.5,7.7,40.0,1.5,0.08,7086.0,12282.0,2013,2013-02-24
305,1547,"RIVER TALPONA AT CANACONA, GOA",GOA,29.6,6.9,6.7,63.0,0.9,0.21,691.0,1132.0,2013,2013-02-25
306,3188,RIVER TIRACOL AT TIRACOL,GOA,29.6,6.3,7.6,227.0,1.7,0.08,3622.0,3612.0,2013,2013-02-26
307,1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,29.5,7.1,6.6,68.0,1.1,0.13,4124.0,8167.0,2013,2013-02-27
308,2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,26.7,6.9,7.7,121.0,3.3,1.0,77.0,163.0,2013,2013-02-28
309,1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,29.3,7.2,8.2,112.0,3.3,1.0,39.0,94.0,2013,2013-03-01
310,2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.0,6.9,7.7,103.0,3.7,0.57,48.0,103.0,2013,2013-03-02
311,2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.2,6.9,7.6,104.0,3.5,0.75,37.0,79.0,2013,2013-03-04
312,1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,26.5,6.4,7.4,1003.0,4.3,2.89,524.0,753.0,2013,2013-03-05
313,2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,20.7,6.3,8.3,408.0,2.7,1.58,64.0,157.0,2013,2013-03-06
314,1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,27.2,6.7,7.8,105.0,3.6,1.0,43.0,89.0,2013,2013-03-07
315,2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,27.5,6.3,7.6,209.0,4.4,1.86,48.0,98.0,2013,2013-03-09
316,2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,26.0,5.9,7.6,13768.0,5.0,1.79,166.0,300.0,2013,2013-03-10
317,2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",MAHARASHTRA,26.5,7.3,7.7,86.0,3.2,1.0,50.0,93.0,2013,2013-03-11
318,2168,MITHI RIVER,MAHARASHTRA,27.0,3.6,7.4,6487.0,30.5,1.5,534.0,745.0,2013,2013-03-12
319,2676,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,27.3,6.3,8.3,999.0,3.3,1.78,4.0,112.0,2013,2013-03-13
320,1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,28.7,7.2,7.7,125.0,3.3,1.0,39.0,89.0,2013,2013-03-14
321,1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,28.4,7.1,7.5,127.0,3.4,4.4,17.0,63.0,2013,2013-03-16
322,2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,28.7,7.1,7.4,5300.0,38.0,1.0,388.0,667.0,2013,2013-03-17
323,2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,127.0,3.2,1.0,22.0,51.0,2013,2013-03-18
324,2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.0,7.6,126.0,3.3,1.0,20.0,63.0,2013,2013-03-20
325,2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,126.0,3.4,1.89,29.0,64.0,2013,2013-03-21
326,2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,28.7,7.1,7.8,112.0,3.2,0.63,43.0,88.0,2013,2013-03-22
327,2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,29.3,6.8,7.7,9590.0,3.6,4.57,3.0,124.0,2013,2013-03-23
328,2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,28.3,6.8,7.4,174.0,3.7,2.26,4.0,124.0,2013,2013-03-24
329,2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,28.7,6.8,7.6,2572.0,3.3,4.22,4.0,118.0,2013,2013-03-25
330,2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,29.2,6.7,7.8,6030.0,4.4,4.78,4.0,138.0,2013,2013-03-27
331,2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,28.7,6.8,7.7,7207.0,3.9,4.25,3.0,120.0,2013,2013-03-28
332,2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.2,6.8,8.1,167.0,3.8,1.0,32.0,85.0,2013,2013-04-01
333,2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.2,6.8,8.0,173.0,3.5,1.0,53.0,98.0,2013,2013-04-03
334,2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,27.2,7.0,8.0,168.0,3.6,1.0,44.0,83.0,2013,2013-04-04
335,2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,28.0,6.9,7.9,131.0,3.5,0.75,41.0,96.0,2013,2013-04-05
336,1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,26.2,7.0,7.6,125.0,3.5,0.6,33.0,63.0,2013,2013-04-08
337,2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,26.2,7.2,7.5,132.0,3.3,0.9,38.0,88.0,2013,2013-04-09
338,2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,28.2,7.2,7.7,119.0,3.3,1.0,35.0,68.0,2013,2013-04-10
339,2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,24.5,6.9,7.5,159.0,2.8,1.0,3.0,82.0,2013,2013-04-11
340,2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,24.5,6.7,7.7,141.0,3.3,3.0,4.0,90.0,2013,2013-04-12
341,2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,24.5,7.3,7.7,132.0,2.9,2.0,3.0,88.0,2013,2013-04-13
342,1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,24.0,6.4,7.3,76.0,1.7,0.62,199.0,788.0,2013,2013-04-15
343,1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,24.9,6.0,7.1,85.0,1.7,0.53,262.0,538.0,2013,2013-04-16
344,3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,24.3,6.3,7.1,69.0,1.3,0.57,248.0,593.0,2013,2013-04-17
345,3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,24.8,6.5,7.3,76.0,1.6,0.55,226.0,545.0,2013,2013-04-19
346,2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.4,6.7,6.6,60.0,1.2,0.34,228.0,435.0,2013,2013-04-20
347,2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,27.0,7.0,6.6,3544.0,1.5,0.37,208.0,435.0,2013,2013-04-21
348,2286,R AYROOR AT AYROOR BRIDGE,KERALA,26.6,6.7,7.3,51.0,0.8,0.35,547.0,1567.0,2013,2013-04-24
349,2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.6,6.9,7.7,107.0,0.7,0.46,255.0,443.0,2013,2013-04-25
350,2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,28.8,6.7,7.9,173.0,0.9,0.56,191.0,426.0,2013,2013-04-26
